date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:15:31	162269/162269	---M--	200	added ('OK')	image/jpeg	etag:%22279dd-4df5f79313dc0%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto02.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto02.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:15:34	13303/13303	---M--	200	added ('OK')	image/jpeg	etag:%2233f7-4df5f79d91680%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft03.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft03.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:15:35	718674/718674	---M--	200	added ('OK')	image/jpeg	etag:%22af752-4df5f785b9e40%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/bg.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/bg.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:15:39	10949/10949	---M--	200	added ('OK')	image/jpeg	etag:%222ac5-4df5f79d91680%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft04.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft04.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:15:39	139575/139575	---M--	200	added ('OK')	image/jpeg	etag:%2222137-4df5f794fc240%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto03.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto03.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:15:42	8565/8565	---M--	200	added ('OK')	image/jpeg	etag:%222175-4df5f79e858c0%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft05.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft05.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:15:49	343432/343432	---M--	200	added ('OK')	image/jpeg	etag:%2253d88-4df5f795f0480%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto01.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto01.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:15:51	104213/104213	---M--	200	added ('OK')	image/jpeg	etag:%2219715-4df5f798ccb40%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto04.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto04.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:15:53	86576/86576	---M--	200	added ('OK')	image/jpeg	etag:%2215230-4df5f796e46c0%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto05.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto05.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:15:57	43101/43101	---M--	200	added ('OK')	image/jpeg	etag:%22a85d-4df5f79e858c0%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft06.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft06.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:16:00	34797/34797	---M--	200	added ('OK')	image/jpeg	etag:%2287ed-4df5f79f79b00%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft07.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft07.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:16:03	10232/10232	---M--	200	added ('OK')	image/jpeg	etag:%2227f8-4df5f7a06dd40%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft08.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/ft08.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:16:11	87263/87263	---M--	200	added ('OK')	image/jpeg	etag:%22154df-4df5f79ba9200%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto08.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto08.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:16:13	191116/191116	---M--	200	added ('OK')	image/jpeg	etag:%222ea8c-4df5f79ab4fc0%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto06.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto06.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:16:13	141822/141822	---M--	200	added ('OK')	image/jpeg	etag:%22229fe-4df5f799c0d80%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto07.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/fotos/foto07.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
10:16:13	65574/65574	---M--	200	added ('OK')	image/jpeg	etag:%2210026-5117afe9df3c0%22	http://www.residencialluizaqueiroz.com.br/mobile/pics/tabela.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/pics/tabela.jpg	(from http://www.residencialluizaqueiroz.com.br/mobile/)
